title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
خدمات آسطا | Osta Services – AC Repair & Maintenance,+971 56 867 6036,https://www.ostaservices.com/ac-services-ajman,alain@ostaservices.com | info@ostaservices.com,2,Ajman,AE,5,Property maintenance
Tartibat Maintenance And Decor,+971 52 741 0649,https://tartibatme.com/,,0,Ajman,AE,5,Interior Decorator
Fahad Technical AC Repair Services فهد للخدمات الفنية و صيانة و إصلاح المكيفات,+971 58 945 8667,https://fahadtechnicalservices.godaddysites.com/,filler@godaddy.com,1,Ajman,AE,4.5,Air conditioning repair service
Washing machine Gas stove Air conditioning service Ajman // Al Barouda AC and Refrigerator Repairing,+971 58 293 5151,https://albarouda.ae/,fastrepaircaredubai@gmail.com,1,Ajman,AE,4.8,Appliance repair service
Mabrook AC Repairing,+971 50 863 2685,http://www.mabrookacmaintenance.com/,info@mabrookacmaintenance.com,1,Ajman,AE,4.8,Appliance repair service
Atai FZC,+971 7 244 5977,http://ataifzc.com/,,0,Ras Al Khaimah,AE,4.7,Corporate office
POWER WAY ELECTROMECHANICAL CONTRACTING,+971 56 838 9996,http://www.powerway.ae/,switchgear@powerway.ae | info@powerway.ae,2,Ras Al Khaimah,AE,4.6,HVAC contractor
Electron Group of Companies,+971 50 377 6644,http://www.electronrak.com/,mep@electronrak.com,1,Ras Al Khaimah,AE,4.1,General contractor
Al Falak Building Contracting LLC,+971 7 226 7550,,,0,Ras Al Khaimah,AE,5,Construction company
Al Waleed Refrigerant Gas Industry L.L.C,+971 56 546 3744,https://alwaleedrefrigerant.com/,,0,Ajman,AE,5,Industrial gas supplier
GreenTech FZC,+971 6 526 2362,https://www.greentechfz.com/,info@greentechfz.com,1,Sharjah,AE,,Air conditioning system supplier
Unicorn Electromechanical (UAQ) Office,+971 55 985 6488,http://www.unicornme.ae/,,0,Emirate of Umm Al Quwain,AE,5,Contractor
KHABIR ELECTROMECHANICAL CONSULTANCY L.L.C خبير للاستشارات الكهروميكانيكية ذ.م.م,+971 52 589 2287,https://in.linkedin.com/company/khabir-electromechanical-consultancy-l-l-c,amair.khabirmepconsultant@gmail.com,1,Ras Al Khaimah,AE,4.8,Corporate office
Yas Airconditioning Supplies Industry L.L.C,+971 50 160 0632,https://yasac.ae/,info@yasac.ae,1,Emirate of Umm Al Quwain,AE,5,Air conditioning system supplier
Focus Industries LLC,+971 55 959 0505,https://primefocusglobal.com/,,0,Emirate of Umm Al Quwain,AE,5,Manufacturer
National Electrical System Industries FZE - NESCO,+971 6 526 0052,https://www.nescouae.com/,info@nescouae.com,1,Sharjah,AE,4.2,Manufacturer
Technomak Energy International FZC,+971 6 526 1518,http://www.technomak.com/,info@technomak.com,1,Sharjah,AE,4,Manufacturer
Air Control Industries LLC,+971 55 176 5322,http://www.aircontrol.ae/,,0,Emirate of Umm Al Quwain,AE,5,Manufacturer
Harry International Heat Transfer Industry LLC (Sole Proprietorship),+971 6 743 1504,http://www.harryinternational.com/,,0,Ajman,AE,2.6,Manufacturer
AHLAN AC REPAIRING,+971 50 888 5650,https://www.youtube.com/@ameerparappurath1001,,0,Ras Al Khaimah,AE,4.1,Air conditioning repair service
AL FAKHER ELECTROMECHANICAL CONTG LLC,+971 7 227 6562,,,0,Ras Al Khaimah,AE,3.6,HVAC contractor
Mekar Air Handling Units LLC,+971 6 740 9802,http://www.mekar.ae/,sales@mekar.ae,1,Ajman,AE,4.3,Manufacturer
Xpert Auto Service and Repair,+971 56 714 7144,,,0,Ajman,AE,4.9,Auto repair shop
Al Baz Cooling System Maintenance,+971 50 136 3868,https://www.homeappliancesrepairinajman.com/,,0,Ajman,AE,4.9,Air conditioning repair service
Generaltec Ajman - جنرال تيك عجمان,+971 6 881 2883,https://generaltec.com/,,0,Ajman,AE,4.8,Electronics store
ورشة الحارث لتصليح المكيفات المركزية والثلاجات,+971 50 808 8361,,,0,Fujairah,AE,4.9,Air conditioning repair service
Radiant Filters Trading Co LLC (Ras Al Khaima Branch),+971 50 840 8958,https://www.radiantfiltersuae.com/,,0,Ras Al Khaimah,AE,5,Air filter supplier
Al Qamar Swimming Trading & Pool Maintenance,+971 50 421 7075,https://alqamargroup.com/,support@alqamargroup.com,1,Ras Al Khaimah,AE,4.6,Swimming pool repair service
TMC General Contracting and Electromechanic LLC,+971 6 766 6277,http://www.tmcuaq.com/,info@tmcuaq.com,1,Emirate of Umm Al Quwain,AE,4.1,General contractor
Fabair Electromechanical Services LLC,+971 55 231 8540,http://www.fabair.ae/,info@fabair.ae,1,Ajman,AE,4,Air conditioning contractor
AMMRA Group of Companies,+971 4 388 9006,http://www.ammra.co/,info@ammra.co,1,Ras Al Khaimah,AE,5,HVAC contractor
CAMEO TECHNICAL SERVICES LLC,+971 6 556 5761,http://www.cameoeme.com/,,0,Ajman,AE,4.7,HVAC contractor
Luxsmart Automation,+971 55 651 0494,https://www.luxsmart.ae/,info@luxsmart.ae,1,,,5,Home automation company
Al Masaa Building Maintenance,+971 50 770 1751,,,0,Ras Al Khaimah,AE,5,Electrical installation service
Envotec FZ-LLC,+971 7 226 3515,http://www.envotec.global/,info@envotec.global,1,Ras Al Khaimah,AE,5,Manufacturer
AL ATAA ELECTROMECH,+971 56 499 0669,http://www.alataa.com/,,0,Ras Al Khaimah,AE,5,HVAC contractor
Avance Globe Contracting LLC,+971 55 433 5005,http://www.avanceglobe.com/,contact@avanceglobe.com | info@avanceglobe.com,2,Ajman,AE,4.2,Interior architect office
BOFFIN CONTROL MIDDLE EAST L.L.C,+971 6 748 9764,http://www.boffincontrol.com/,infoenquiries@boffincontrol.com | sales@boffincontrol.com,2,Ajman,AE,3.1,Automation company
AL EKHWA ELECTROMECHANICAL WORKS,+971 55 542 6200,https://alekhwaelectromechanicalworks.com/,,0,Ras Al Khaimah,AE,5,HVAC contractor
"AL MAAREFA AC Technical Services LLC., Ajman",+971 56 163 7242,https://almaarefaacservices.com/,,0,Ajman,AE,4.9,Air conditioning contractor
OneTouch repairing | AC Repair Ajman | washing machine service Ajman,+971 50 110 4281,https://onetouchrepairing.com/,info@onetouchrepairing.com,1,Ajman,AE,4.7,Air conditioning repair service
Rukn Al Fadal Electronics Trading. L.L.C. Ajman,+971 50 786 2811,https://devr.fadalelect.com/,customercare@fadalelect.com | info@ruknalfadal.com,2,Ajman,AE,5,Electronics company
Electra Electromechanical Cont.LLC,+971 6 740 3590,http://www.electrahvac.com/,electrahvac@gmail.com | highpeakmuscat@gmail.com,2,Ajman,AE,2.6,HVAC contractor
Ventura Air Products FZC,+971 6 767 2753,http://www.vapfzc.com/,sales@vapfzc.com | production@vapfzc.com,2,Sharjah,AE,3.8,Corporate office
الدره لمقاولات البناء,+971 54 449 6168,http://www.aldorrauae.com/,info@aldorrauae.com,1,Ras Al Khaimah,AE,4.7,Construction company
Level Interiors ليفيل للديكور والتصميم الداخلي,+971 56 333 9433,https://levelgroup.ae/,info@levelgroup.ae,1,Ras Al Khaimah,AE,5,Interior designer
Innovative Healthcare Solutions FZE,+971 50 208 1589,http://www.innovativehealthcare.ae/,priyanshusingh18924@gmail.com | info@innovativehealthcare.ae,2,Emirate of Umm Al Quwain,AE,5,Hospital equipment and supplies
Utico FZC,+971 7 243 4610,http://www.uticome.com/,info@uticome.com,1,Ras Al Khaimah,AE,3.5,Water utility company
BLUEMOON BUILDING CONTRACTING LLC,+971 7 258 6818,http://www.bluemoon-bc.com/,,0,Ras Al Khaimah,AE,5,Construction company
G Force Innoventions Fzc,+971 6 678 7278,,,0,Emirate of Umm Al Quwain,AE,4.2,Air filter supplier
Frostchem Global FZE,+971 6 535 5580,http://www.frostchem.com/,info@frostchem.com,1,Ajman,AE,4.2,Warehouse
Star Adhesive & Resin Industry Factory,+971 6 561 1441,http://www.star_uae.com/,,0,Umm Al Quwain,AE,4.5,Manufacturer
Rightway Specialized Industries Middle East L.L.C,+971 4 339 3780,http://www.rightway.ae/,rightind@eim.ae | info@rightway.ae,2,Ras Al Khaimah,AE,4.7,Electric motor repair shop
WATTSCO ElectroMechanical LLC,+971 6 766 6737,https://www.wattscouae.com/,info@wattscouae.com,1,Emirate of Umm Al Quwain,AE,5,Corporate office
Al Manzil Al Arabi Decoration- المنزل العربي للديكور,+971 50 590 4021,http://almanzelalarabi.ae/,marketing@almanzelalarabi.ae | info@almanzelalarabi.ae,2,Ras Al Khaimah,AE,5,Interior designer
Nordic Industries,+971 50 260 0981,http://nordicfze.com/,info@nordicfze.com,1,Ajman,AE,5,Corporate office
GMC Project Development Consultants FZE,+971 6 564 3090,https://gmccon.com/,info@gmccon.com,1,Sharjah,AE,4.8,Engineering consultant
ALMASKAN Engineering Consultants المسكن للإستشارات الهندسية,+971 56 404 1633,https://www.almaskanengineering.com/,info@buildclubsite.com | info@almaskanengineering.com | almaskan@hotmail.com | info@buildclub.com,4,Ras Al Khaimah,AE,4.1,Engineering consultant
GULF CO. FOR CONTRACTING & GENERAL ENTERPRISES L.L.C.,+971 7 222 1414,http://www.gulfco.ae/,info@gulfco.ae,1,Ras Al Khaimah,AE,4.6,Construction company
Luxvia Interior Design & Decore,+971 54 480 4472,http://www.luxvia.ae/,info@luxvia.ae,1,Ras Al Khaimah,AE,5,Interior designer
UniMarine Technical Services LLC,,http://www.utsrak.com/,,0,Ras Al Khaimah,AE,5,Structural engineer
AL FUHOOD AIR CONDITIONING SYSTEMS EST,+971 55 401 1903,https://alfuhood.mailchimpsites.com/,,0,Emirate of Umm Al Quwain,AE,4.9,HVAC contractor
تبريد للمكيفات المركزية,+971 52 299 0694,,,0,Ajman,AE,5,Contractor
Al Musheer Electromechanical Works L.L.C,+971 58 913 3513,https://almusheeremc.com/,,0,Ajman,AE,4.5,HVAC contractor
al maqam ac co l.l.c,+971 52 813 5737,,,0,Ajman,AE,4.8,Air conditioning contractor
Royal way General Maint. Cont. & Cleaning services L.L.C,+971 55 999 3534,http://royalwayuae.com/,info@royalwayuae.com,1,Ajman,AE,5,Construction company
MACS,+971 6 561 5704,http://www.macsuae.com/,,0,Emirate of Umm Al Quwain,AE,4.8,Manufacturer
AL Samah A/c Units Industries LLC,+971 55 972 5043,,,0,Emirate of Umm Al Quwain,AE,4.2,HVAC contractor
Atai Air Conditioning Requisites Manufacturing LLC,+971 50 530 7497,https://www.ataifzc.com/,,0,Ras Al Khaimah,AE,4.8,Manufacturer
Regal Air Conditioning Spare Parts LLC,+971 7 223 6009,http://regalairconditioning.com/,info@regalairconditioning.com,1,Ras Al Khaimah,AE,4.6,Air conditioning store
Shine Square General Maintenance & AC Central,+971 55 963 5740,https://www.sgmcuae.com/,info@sgmcuae.com | sgmcuae@gmail.com,2,Abu Dhabi,AE,5,Construction company
Districts Cooling International L.L.C (LG),+971 2 667 9636,,,0,Abu Dhabi,AE,5,Air conditioning system supplier
EMVOLT ELECTROMECHANICAL WORKS LLC -𝗨𝗔𝗤 BRANCH,+971 6 531 9300,https://emvoltuae.com/,info@emvoltuae.com,1,Emirate of Umm Al Quwain,AE,5,Electrical installation service
NETCONTROLSOLUTIONS FZ-LLC,+971 52 174 8996,https://www.netcontrolsolutions.com/,sales@netcontrolsolutions.com | info@netcontrolsolutions.com,2,Ras Al Khaimah,AE,5,Air conditioning contractor
MANNATECH GENERAL TRADING FZE,+971 6 544 3054,http://www.mtechmiddleeast.com/,,0,Ajman,AE,,HVAC contractor
Level AC | ليفيل للتكييف,+971 56 333 9433,https://levelgroup.ae/,info@levelgroup.ae,1,Ras Al Khaimah,AE,5,HVAC contractor
Airmax AC Industry LLC,+971 6 767 0082,https://airmaxtrading.mmcgroupuae.com/,sales@airmaxuae.com | syed@airmaxuae.com,2,Emirate of Umm Al Quwain,AE,4.4,HVAC contractor
AL FARES Central AC Fixing L.L.C,+971 56 920 9960,https://www.alfarescentralacfixing.com/,,0,Ras Al Khaimah,AE,4.4,HVAC contractor
Adam Electromechanical Contracting,+971 50 497 4541,https://adamemc.ae/,inf%4f@adamemc.ae | info@adamemc.ae,2,Ras Al-Khaimah,AE,5,HVAC contractor
BAB AL SAAD A/C SPARE PARTS TR.LLC,+971 55 145 2716,https://www.saadflex.ae/,,0,Sharjah,AE,5,HVAC contractor
(العطاء للخدمات الفنية) ALATAA TECHNICAL SERVICES,+971 55 748 5187,https://alataatechnicalservices.com/,shafiurrahman04021994@gmail.com,1,Ajman,AE,5,Air conditioning repair service
Al Majd Refrigeration,+971 50 540 3830,https://almajdrefrigeration.vercel.app/,almajdrak.uae@gmail.com,1,Ras Al Khaimah,AE,5,Air conditioning repair service
MOHSIN AIR CONDITIONS AND REFRIGERATORS REPAIRING,+971 50 505 2667,https://fixydo.com/company/mohsin-air-conditions/,support@fixydo.com,1,Emirate of Umm Al Quwain,AE,5,Repair service
Al Ajyal Electronics Trading & AC Maintenance,+971 55 785 1528,http://www.alajyal.ae/,info@alajyal.ae,1,Ajman,AE,4.3,Electronics store
Winner Central Air Conditioning Equipments Co. LLC,+971 50 662 7843,,,0,Emirate of Umm Al Quwain,AE,5,Air conditioning system supplier
Auramax FZC,+971 52 545 3816,https://www.aura-max.com/,info@aura-max.com,1,Emirate of Umm Al Quwain,AE,4.9,Industrial equipment supplier
Industrial Fan Supplier,+971 56 431 1064,https://envents.me/,sales@energia.ae,1,Ajman,AE,5,Industrial equipment supplier
Al Nakheel Refrigeration & A/c Spare Parts Trdg,+971 7 228 8616,,,0,Ras Al Khaimah,AE,4,Air conditioning store
Air Conflex Industry LLC,+971 7 243 3717,http://www.airmasteremirates.com/,info@airmaster.ae,1,Ras Al Khaimah,AE,4.4,Air conditioning contractor
Innovative Electromechanical Contracting.,+971 7 266 0875,http://www.iecuae.ae/,info@iecuae.ae,1,Ras Al Khaimah,AE,5,Mechanical contractor
Al Adalah Building Maintenance,+971 55 431 3790,https://sites.google.com/view/aladalah/,,0,,,4.9,Property maintenance
Nour Al Dunya,+971 50 636 7780,https://nouraldunya.ae/,charles@nouraldunya.ae,1,,,5,HVAC contractor
"FIX 1 BUILDING MAINTENANCE I Plumbing, Electrical & Renovation contractor at Ras Al Khaimah",+971 54 390 0554,https://sites.google.com/view/fix-1-building-maintenance,info@fix1.ae,1,Ras Al Khaimah,AE,4.7,Property maintenance
HI-SPECTRA,+971 50 571 9312,http://www.hi-spectra.com/,hi-spectra@hi-spectra.com | hspectra@eim.ae,2,Sharjah,AE,4.7,Corporate office
United Gulf Trading Company LLC,+971 55 303 8372,https://unitedgulf.ae/,support@unitedgulfengg.com,1,Emirate of Umm Al Quwain,AE,,Building materials supplier
AL FIDA AC/Washing Machine/Refrigeration/Fridge Repairing,+971 50 989 3185,,,0,Ras Al Khaimah,AE,4.6,Air conditioning repair service
Man Mech FZE,+971 6 526 1066,http://www.manmechfze.com/,mail@manmechfze.com,1,Sharjah,AE,3,Air conditioning system supplier
Smart Homes Technical Service,+971 55 732 7309,https://smarttechnicaluae.com/,info@smarttechnicaluae.com | smart1uaq@gmail.com,2,Emirate of Umm Al Quwain,AE,4.5,Air conditioning repair service
Ruskin Titus Gulf,+971 6 562 0320,http://www.ruskintitus.com/,,0,Emirate of Umm Al Quwain,AE,4.7,Air conditioning system supplier
Green Tech LLC,+971 6 745 9404,,,0,Ajman,AE,4.7,Air conditioning contractor
New Style Engineering,+971 6 748 8072,,,0,Ajman,AE,4.6,Auto air conditioning service
Al Arooj Electromechanical Contracting,+971 50 880 8284,https://www.alarooj.org/,,0,Ajman,AE,,Contractor
LG Showroom Ras Al Khaimah,+971 7 208 1390,http://www.encomtrading.net/,enquiries@electrorakgroup.com | enquiries@electrorakindia.com,2,Ras Al Khaimah,AE,5,Air conditioning system supplier
Cannelle Trading LLC OPC - RAK Branch,+971 7 258 6558,https://www.cannelleholdings.com/,rak@cannelleholdings.com | ajman@cannelleholdings.com | bm@cannelleholdings.com | info@cannelleholdings.com | abudhabi@cannelleholdings.com,5,Ras Al Khaimah,AE,5,Air conditioning system supplier
"Topgear Detailing Ajman | Car Tinting, Car Polishing ,Ceramic Coating and PPF",+971 58 129 6865,http://www.topgearuae.com/,info@topgearuae.com,1,Ajman,AE,4.9,Window tinting service
Asian Cleaning & Pest Control Service L.L.C,+971 50 892 7532,http://www.asianservice.ae/,info@asianservice.ae,1,Ajman,AE,4.5,House cleaning service
Janatha Garage UAE | Garages in Ajman,+971 52 820 7473,https://www.janathagaragesuae.com/,janathagarageuae@gmail.com | address@youremail.com,2,Ajman,AE,4.6,Car repair and maintenance service
Nestfix Building Maintenance,+971 50 527 2641,https://nestfix-uae.com/,info@nestfix-uae.com,1,Ras Al Khaimah,AE,4.8,Construction company
Al Waseef Electromechanical Works,+971 56 734 1243,https://al-waseefuae.com/,alwaseefquaq@gmail.com | ninan.mathew@alwaseefuae.com | alwaseefquaq@gamail.com | info@alwaseefuae.com | info@mail.com,5,Emirate of Umm Al Quwain,AE,5,Corporate office
Blue Mount Building Contracting LLC,+971 7 222 7111,http://www.bluemountuae.ae/,office@bluemountuae.ae,1,Ras Al Khaimah,AE,5,Construction company
Toolbox General Maintenance,+971 55 550 4180,https://www.toolboxgm.com/,,0,Ras Al Khaimah,AE,4.8,Construction company
Al Thiqa Building Contracting LLC,+971 7 226 7111,http://www.althiqa.ae/,mail@althiqa.ae,1,Ras Al Khaimah,AE,4.4,Construction company
Arif Khan Building Contracting L.L.C (AKBC),+971 7 266 6679,http://arifkhangroup.com/,info@arifkhangroup.com,1,Ras Al Khaimah,AE,5,Construction company
Al Keladah Building Construction & Maintenance القلادة لصيانة المباني,+971 55 805 4628,,,0,Ras Al Khaimah,AE,5,Construction company
AL MANARA ELECTRICAL AND SANITARY CONTG LLC,+971 50 487 7689,,,0,Ras Al Khaimah,AE,5,Electrical installation service
Central Ventilation Systems,+971 6 533 6355,http://www.cvshvac.com/,,0,Sharjah,AE,4.7,Manufacturer
Ac Repair services,+971 56 100 2347,https://www.sms-tcs.com/,,0,Dubai,AE,4,Furnace repair service
GaLaXy GhAyAtHi eLeCtRiC EqUiPmeNtS AnD JanRaToRs ANd AiR CoNdiTiOnErS RePaiRs,+971 54 458 0747,,,0,Abu Dhabi,AE,,Air conditioning repair service
Al Ruwais Automobile Services -Bosch Car Service,+971 2 876 7167,https://ruwaisauto.com/,info@ruwaisauto.com,1,Abu Dhabi,AE,4.2,Auto repair shop
Master Ac repair,+971 50 685 4274,https://masteracrepair.com/,,0,Dubai,AE,4.7,Air conditioning repair service
"Dynatrade Auto Car Repair & Service Centre , Ruwais",+971 2 893 3000,https://dynatrade-uae.com/?utm_source=GMB&utm_medium=Listing&utm_campaign=Ruwais#,,0,Abu Dhabi,AE,4.8,Auto repair shop
Total Bin Shalil Auto workshop,+971 50 324 2723,http://www.totalmarketingmiddleeast.com/en/total-lube-network/total-oil-change-centers.html,,0,Abu Dhabi,AE,4.1,Auto repair shop
MIRA COOL AIRCONDITION SPARE PARTS TRADING LLC-SPC,+971 2 584 6860,http://www.miracoolae.com/,info@miracoolae.com | info@miracooluae.com,2,Abu Dhabi,AE,4.6,HVAC contractor
Electro Cooling Centre Establishment,+971 50 417 4502,http://www.electrogroup.ae/,info@electrogroup.ae,1,Abu Dhabi,AE,3.9,HVAC contractor
Joys Group {Warehouse},+971 800 3999,http://www.joysgroup.com/,,0,Abu Dhabi,AE,3.2,HVAC contractor
Duct Work,+971 52 280 1034,,,0,Abu Dhabi,AE,5,HVAC contractor
Leminar Global | Mussaffah Showroom,+971 2 677 1065,https://leminar.net/,info@leminar.ae,1,Abu Dhabi,AE,4.4,HVAC contractor
COMFORT CHILLER AIRCONDITIONING SOLUTIONS LLC,+971 54 435 9640,http://ccsmea.com/,,0,Abu Dhabi,AE,5,HVAC contractor
Hero Tech,+971 50 690 2785,http://www.herotechusa.com/,,0,Abu Dhabi,AE,4.3,HVAC contractor
PERFECT COOL CENTRAL AIR CONDITIONER LLC,+971 50 979 8297,,,0,Abu Dhabi,AE,4.5,HVAC contractor
GLOBAL HVAC TRADING LLC (BRANCH),+971 2 586 0062,http://www.globalhvacllc.com/,,0,Abu Dhabi,AE,4.4,HVAC contractor
ELITE SPECIALITIES TRADING,+971 2 491 7864,https://elitespecialitiesuae.com/,,0,Abu Dhabi,AE,5,Air conditioning system supplier
Emirates Technical Thermal Systems LLC,+971 2 667 8080,https://www.etts.ae/,,0,Abu Dhabi,AE,3.9,Construction company
KOHINOOR Air conditioner & Refrigeration Parts,+971 2 555 7478,http://www.kohinooruae.com/,mail@kohinooruae.com,1,Abu Dhabi,AE,4.2,Air conditioning repair service
Euro Technical Supplies LLC,+971 2 555 4788,http://www.europartsuae.com/,,0,Abu Dhabi,AE,4.9,Air conditioning system supplier
"Quick Cool Refrigeration - AC Spare Parts Supplier, Mitsubishi ac Parts. AC Compressors,",+971 52 291 1202,https://www.quickcoolac.com/,info@quickcoolac.com | quickcooluae@gmail.com,2,Abu Dhabi,AE,4.9,Air conditioning repair service
Luxury World General Trading LLC,+971 2 236 6842,,,0,Abu Dhabi,AE,4.9,Air conditioning system supplier
United Electronics Warehouse,+971 3 784 7414,http://unitco.ae/contact.html,auhws@unitco.ae | salesauh@unitco.ae | unitcoal@emirates.net.ae | unitco@emirates.net.ae | unitcostore@unitco.com.qa,5,Abu Dhabi,AE,4.7,Warehouse
John Panicker Refrigeration Equipment Co LLC - Branch 1,+971 2 554 3991,https://wearehvac.com/,daikin@panickerholdings.com | sales@panickerholdings.com | belimo@panickerholdings.com,3,Abu Dhabi,AE,4.5,Air conditioning system supplier
Middle East Protection Services (MEPS) LLC,+971 2 883 0294,https://mepsuae.co/,,0,Abu Dhabi,AE,5,Mechanical contractor
Sea Global Electromechanical Works,+971 56 374 5538,http://seaglobaluae.com/,info@seaglobaluae.com,1,Abu Dhabi,AE,4.5,Electric generator shop
Al Arabia Air Conditioners Manufacturing | مصنع العربية لمعدات تكييف الهواء,+971 52 523 5809,https://www.alarabiaac.com/,info@alarabiaac.com,1,Abu Dhabi,AE,4.7,HVAC contractor
Cool Technologies,+971 2 565 0123,http://www.cooltechuae.com/,info@cooltech.com | info@cooltechuae.com,2,Abu Dhabi,AE,4.8,HVAC contractor
BLUE LINE ELECTROMECHANICAL,+971 3 766 4641,http://www.bluelineuae.com/,,0,Abu Dhabi,AE,4,Contractor
John Panicker Refrigeration Equipment - Al Ain,+971 3 722 8979,https://wearehvac.com/,daikin@panickerholdings.com | sales@panickerholdings.com | belimo@panickerholdings.com,3,Abu Dhabi,AE,4.9,Air conditioning system supplier
Comfort Master For Air Conditioner Maintenance,+971 52 789 2122,,,0,Abu Dhabi,AE,4.5,Air conditioning repair service
Emirates Air Conditioning Accessories Industry,+971 2 555 2005,,,0,Abu Dhabi,AE,3.8,Corporate office
Royal Blue Electromechanical Contracting Sole Proprietorship LLC,+971 2 675 2322,http://www.royalblueuae.com/,enquiry@royalblueuae.com,1,Abu Dhabi,AE,4.7,Mechanical contractor
Al Jassim Cooling AC Spare Parts Maintenance and Trading LLC,+971 55 566 3256,http://www.jassimcooling.com/,info@jassimcooling.com | sales@jassimcooling.com,2,Abu Dhabi,AE,4.5,Air conditioning store
Sherta General Maintenance,+971 50 534 0345,https://www.sherta.com/,,0,Abu Dhabi,AE,4.6,Air conditioning repair service
Leminar Global | Mussafah Office,+971 2 551 0228,http://www.leminar.net/,,0,Abu Dhabi,AE,3.8,HVAC contractor
KANDY CHILLER SERVICES,+971 50 964 0079,http://www.kandychillers.com/,webmaster@kandychillers.com,1,Abu Dhabi,AE,4.2,HVAC contractor
DUCT TECHNICAL WORKS LLC,+971 50 825 2646,http://www.duct.ae/,info@duct.ae,1,Abu Dhabi,AE,4.9,HVAC contractor
Advance Super Technical Spare Parts Trading L.L.C,+971 2 621 1311,,,0,Abu Dhabi,AE,4.4,HVAC contractor
Unicorn Electromechanical Contracting L.L.C. (Abu Dhabi),+971 2 555 6401,http://unicornmep.ae/,,0,Abu Dhabi,AE,4.2,HVAC contractor
Control Contracting & Trading. (CCTC),+971 2 554 8000,http://www.cctcuae.com/,carrieres@gmining.com | admin@cctcauh.ae,2,Abu Dhabi,AE,4.2,Contractor
الماجد للتكييف المركزي,+971 50 137 1358,http://www.almajidac-uae.com/,kadry@wuilt.com,1,Abu Dhabi,AE,4.4,Air conditioning repair service
Galfar Engineering and Contracting WLL Emirates,+971 2 550 2515,http://www.galfaremirates.com/,jobs@galfaremirates.com | galfar@galfaremirates.com,2,Abu Dhabi,AE,4.2,Construction company
Aqua Dynamic Electromechanical L.L.C,+971 2 441 9782,,,0,Abu Dhabi,AE,3.9,Water treatment supplier
WEATHERTECH ELECTROMECHANICAL CONT.LLC - HEAD OFFICE,+971 3 764 0501,http://www.weathertech.ae/,info@weathertech.ae,1,Abu Dhabi,AE,4,HVAC contractor
Auro Cool Air Grill Manufacturer,+971 54 788 1559,,,0,Abu Dhabi,AE,5,Business to business service
BURAQ ELECTROMECHANICAL WORKS LLC SPC,+971 50 966 2511,http://www.buraqllc.com/,,0,Abu Dhabi,AE,4.2,Electric motor repair shop
MECHLERIC MEP SOLUTIONS CONTRACTING LLC,+971 2 681 1015,https://mechleric.com/,,0,Abu Dhabi,AE,4.4,Contractor
Technia Group,+971 2 586 7724,http://www.technia-group.com/,,0,Abu Dhabi,AE,4.4,HVAC contractor
Wahat ALQutb AlShmali For Technical Services L.L.C,+971 56 844 6368,,,0,Abu Dhabi,AE,5,HVAC contractor
H V A C Industries,+971 2 554 7788,,,0,Abu Dhabi,AE,4.8,Electronics store
CENTRAL AIR TECH AC SYSTEMS,+971 54 760 6402,http://www.centralairtechac.com/,info@alfajaruae.com,1,Abu Dhabi,AE,5,HVAC contractor
Tanu Maintenance & Facilities Management (Home Alteration & Renovation in Abu Dhabi),+971 54 307 0656,https://www.tanumaintenance.com/,,0,Abu Dhabi,AE,4.9,Property maintenance
AL GHAWAS AIR CONDITIONING & REFRIGERATION CONTRACTING LLC,+971 50 672 5808,,,0,Abu Dhabi,AE,4.8,Air conditioning contractor
DUCT WORLD AC INTALLATION & REP.,+971 56 545 8687,https://saadflex.ae/,bilal@saadflex.ae | sales@saadflex.ae | careers@saadflex.ae | admin@saadflex.ae | accounts@saadflex.ae,5,Abu Dhabi,AE,4.2,HVAC contractor
Annex General Maintenance - AC Repair & Maintenance | Electrician | Plumber | Motor Rewinding,+971 56 508 9103,https://annexgm.ae/,info@annexgm.ae | info@annexgm.com,2,Abu Dhabi,AE,4.5,Air conditioning contractor
MJFM Abu Dhabi | General Maintenance & Property Maintenance Abu Dhabi,+971 50 563 2011,,,0,Abu Dhabi,AE,3.8,HVAC contractor
Fawaz Trading & Engineering Services Co. LLC - Mussafah Abu Dhabi,+971 6 591 2401,http://ae.fawaz.com/,,0,Abu Dhabi,AE,4.4,Air conditioning contractor
Wasf Al Khaleej Central A/C LLC,+971 50 446 1925,,,0,Abu Dhabi,AE,5,HVAC contractor
AIRQON ELECTROMECHANICAL CONTRACTING CO. L.L.C.,+971 2 559 8539,,,0,Abu Dhabi,AE,5,HVAC contractor
GREEN WAY CENTRAL AC WORKS L.L.C,+971 55 161 5517,http://www.greenwayac.com/,info@greenwayac.com,1,Abu Dhabi,AE,4.2,HVAC contractor
المندوس لتصليح غسالات وثلاجات ومكيفات,+971 52 155 5142,https://almandooss.com/%D8%AA%D8%B5%D9%84%D9%8A%D8%AD-%D8%BA%D8%B3%D8%A7%D9%84%D8%A7%D8%AA-%D8%AB%D9%84%D8%A7%D8%AC%D8%A7%D8%AA-%D9%85%D9%83%D9%8A%D9%81%D8%A7%D8%AA-%D8%A7%D8%A8%D9%88%D8%B8%D8%A8%D9%8A.html,,0,Abu Dhabi,AE,4.3,HVAC contractor
Al Rimh Al Dahabi AC Supplier and other services,+971 54 727 4413,https://aradgroupuae.com/,info@aradgroupuae.com,1,Abu Dhabi,AE,5,Air conditioning system supplier
